SkillID|SkillType|SkillQuality|SkillLv|SkillName|SkillTime|SkillAtk|SkillRoll|SkillHitRate|SkillDex|SkillArmorPen|SkillCrit|UseLv|SkillDodge|SkillRoll|SkillAtk|SkillDef|SkillInfo
195|刀|蓝|超绝|梅花刀法·墨梅|1|19|2|6|0|2|5|5|0|0|0|0|梅中悟出的刀法，机敏却不失凌厉。
196|刀|蓝|独步|梅花刀法·墨梅|1|22|5|9|0|4|5|5|0|0|0|0|梅中悟出的刀法，机敏却不失凌厉。
197|刀|蓝|凡品|梅花刀法·怒梅|1|18|2|4|0|2|5|5|0|0|0|0|梅中悟出的刀法，机敏却不失凌厉。
198|刀|蓝|出类|梅花刀法·怒梅|1|19|2|5|0|2|5|5|0|0|0|0|梅中悟出的刀法，机敏却不失凌厉。
199|刀|蓝|超绝|梅花刀法·怒梅|1|20|2|6|0|2|5|5|0|0|0|0|梅中悟出的刀法，机敏却不失凌厉。
200|刀|蓝|独步|梅花刀法·怒梅|1|24|5|9|0|4|5|5|0|0|0|0|梅中悟出的刀法，机敏却不失凌厉。
201|刀|蓝|凡品|唐刀刀法·一招|1|15|2|4|0|2|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
202|刀|蓝|出类|唐刀刀法·一招|1|16|2|5|0|2|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
203|刀|蓝|超绝|唐刀刀法·一招|1|17|2|6|0|2|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
204|刀|蓝|独步|唐刀刀法·一招|1|20|5|9|0|4|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
205|刀|蓝|凡品|唐刀刀法·二招|1|16|2|4|0|2|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
206|刀|蓝|出类|唐刀刀法·二招|1|17|2|5|0|2|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
207|刀|蓝|超绝|唐刀刀法·二招|1|18|2|6|0|2|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
208|刀|蓝|独步|唐刀刀法·二招|1|21|5|9|0|4|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
209|刀|蓝|凡品|唐刀刀法·四招|1|17|2|4|0|2|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
210|刀|蓝|出类|唐刀刀法·四招|1|18|2|5|0|2|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
211|刀|蓝|超绝|唐刀刀法·四招|1|19|2|6|0|2|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
212|刀|蓝|独步|唐刀刀法·四招|1|22|5|9|0|4|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
213|刀|蓝|凡品|唐刀刀法·九招|1|18|2|4|0|2|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
214|刀|蓝|出类|唐刀刀法·九招|1|19|2|5|0|2|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
215|刀|蓝|超绝|唐刀刀法·九招|1|20|2|6|0|2|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
216|刀|蓝|独步|唐刀刀法·九招|1|24|5|9|0|4|5|5|0|0|0|0|唐代刀法，现已失传，仅剩4招残招。
217|刀|紫|凡品|太乙刀法·推刀|1|22|2|4|0|2|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
218|刀|紫|出类|太乙刀法·推刀|1|23|2|5|0|2|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
219|刀|紫|超绝|太乙刀法·推刀|1|24|2|6|0|2|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
220|刀|紫|独步|太乙刀法·推刀|1|27|5|9|0|2|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
221|刀|紫|凡品|太乙刀法·劈刀|1|25|2|4|0|2|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
222|刀|紫|出类|太乙刀法·劈刀|1|26|2|5|0|2|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
223|刀|紫|超绝|太乙刀法·劈刀|1|27|2|6|0|2|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
224|刀|紫|独步|太乙刀法·劈刀|1|30|5|9|0|2|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
225|刀|紫|凡品|太乙刀法·反手刀|1|26|5|4|0|2|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
226|刀|紫|出类|太乙刀法·反手刀|1|27|5|5|0|2|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
227|刀|紫|超绝|太乙刀法·反手刀|1|28|5|6|0|2|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
228|刀|紫|独步|太乙刀法·反手刀|1|31|5|9|0|2|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
229|刀|紫|凡品|太乙刀法·斩刀|1|27|2|4|0|3|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
230|刀|紫|出类|太乙刀法·斩刀|1|28|2|5|0|3|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
231|刀|紫|超绝|太乙刀法·斩刀|1|29|2|6|0|3|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
232|刀|紫|独步|太乙刀法·斩刀|1|32|5|9|0|3|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
233|刀|紫|凡品|太乙刀法·突刀|1|23|2|4|0|4|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
234|刀|紫|出类|太乙刀法·突刀|1|24|2|5|0|4|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
235|刀|紫|超绝|太乙刀法·突刀|1|25|2|6|0|4|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
236|刀|紫|独步|太乙刀法·突刀|1|28|5|9|0|4|5|10|0|0|0|0|相传为太乙真人所授，得刀法精髓。
237|刀|紫|凡品|金乌拜日刀·抱刀|1|25|2|4|0|3|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
238|刀|紫|出类|金乌拜日刀·抱刀|1|26|2|5|0|3|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
239|刀|紫|超绝|金乌拜日刀·抱刀|1|27|2|6|0|3|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
240|刀|紫|独步|金乌拜日刀·抱刀|1|30|5|9|0|3|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
241|刀|紫|凡品|金乌拜日刀·拖刀|1|26|2|4|0|3|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
242|刀|紫|出类|金乌拜日刀·拖刀|1|27|2|5|0|3|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
243|刀|紫|超绝|金乌拜日刀·拖刀|1|28|2|6|0|3|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
244|刀|紫|独步|金乌拜日刀·拖刀|1|31|5|9|0|3|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
245|刀|紫|凡品|金乌拜日刀·砍刀|1|27|2|4|0|4|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
246|刀|紫|出类|金乌拜日刀·砍刀|1|28|2|5|0|4|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
247|刀|紫|超绝|金乌拜日刀·砍刀|1|29|2|6|0|4|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
248|刀|紫|独步|金乌拜日刀·砍刀|1|32|5|9|0|4|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
249|刀|紫|凡品|金乌拜日刀·截刀|1|28|2|4|0|4|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
250|刀|紫|出类|金乌拜日刀·截刀|1|29|2|5|0|4|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
251|刀|紫|超绝|金乌拜日刀·截刀|1|30|2|6|0|4|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
252|刀|紫|独步|金乌拜日刀·截刀|1|33|5|9|0|4|5|10|0|0|0|0|金乌门绝技，从金乌啼日中悟出。
253|刀|紫|凡品|苗刀刀法·虚步|1|25|2|4|0|3|5|10|0|0|0|0|苗疆土寨刀法，蛮民所用，多诡诈奇袭。
254|刀|紫|出类|苗刀刀法·虚步|1|26|2|5|0|3|5|10|0|0|0|0|苗疆土寨刀法，蛮民所用，多诡诈奇袭。
255|刀|紫|超绝|苗刀刀法·虚步|1|27|2|6|0|3|5|10|0|0|0|0|苗疆土寨刀法，蛮民所用，多诡诈奇袭。
256|刀|紫|独步|苗刀刀法·虚步|1|30|5|9|0|3|5|10|0|0|0|0|苗疆土寨刀法，蛮民所用，多诡诈奇袭。
257|刀|紫|凡品|苗刀刀法·藏刀|1|27|2|4|0|3|5|10|0|0|0|0|苗疆土寨刀法，蛮民所用，多诡诈奇袭。
258|刀|紫|出类|苗刀刀法·藏刀|1|28|2|5|0|3|5|10|0|0|0|0|苗疆土寨刀法，蛮民所用，多诡诈奇袭。
259|刀|紫|超绝|苗刀刀法·藏刀|1|29|2|6|0|3|5|10|0|0|0|0|苗疆土寨刀法，蛮民所用，多诡诈奇袭。
260|刀|紫|独步|苗刀刀法·藏刀|1|32|5|9|0|3|5|10|0|0|0|0|苗疆土寨刀法，蛮民所用，多诡诈奇袭。
261|刀|紫|凡品|苗刀刀法·劈刀|1|31|2|4|0|4|5|10|0|0|0|0|苗疆土寨刀法，蛮民所用，多诡诈奇袭。
262|刀|紫|出类|苗刀刀法·劈刀|1|32|2|5|0|4|5|10|0|0|0|0|苗疆土寨刀法，蛮民所用，多诡诈奇袭。
263|刀|紫|超绝|苗刀刀法·劈刀|1|33|2|6|0|4|5|10|0|0|0|0|苗疆土寨刀法，蛮民所用，多诡诈奇袭。
264|刀|紫|独步|苗刀刀法·劈刀|1|36|5|9|0|4|5|10|0|0|0|0|苗疆土寨刀法，蛮民所用，多诡诈奇袭。
265|刀|紫|凡品|石天一流·左胁|1|28|2|4|0|4|5|10|0|0|0|0|出自倭岛海盗的刀法，讲究一气呵成。
266|刀|紫|出类|石天一流·左胁|1|29|2|5|0|4|5|10|0|0|0|0|出自倭岛海盗的刀法，讲究一气呵成。
267|刀|紫|超绝|石天一流·左胁|1|30|2|6|0|4|5|10|0|0|0|0|出自倭岛海盗的刀法，讲究一气呵成。
268|刀|紫|独步|石天一流·左胁|1|33|5|9|0|4|5|10|0|0|0|0|出自倭岛海盗的刀法，讲究一气呵成。
269|刀|紫|凡品|石天一流·夺先|1|26|4|4|0|4|5|10|0|0|0|0|出自倭岛海盗的刀法，讲究一气呵成。
270|刀|紫|出类|石天一流·夺先|1|27|4|5|0|4|5|10|0|0|0|0|出自倭岛海盗的刀法，讲究一气呵成。
271|刀|紫|超绝|石天一流·夺先|1|28|4|6|0|4|5|10|0|0|0|0|出自倭岛海盗的刀法，讲究一气呵成。
272|刀|紫|独步|石天一流·夺先|1|31|5|9|0|4|5|10|0|0|0|0|出自倭岛海盗的刀法，讲究一气呵成。
273|刀|紫|凡品|石天一流·影击|1|31|2|4|0|4|5|10|0|0|0|0|出自倭岛海盗的刀法，讲究一气呵成。
274|刀|紫|出类|石天一流·影击|1|32|2|5|0|4|5|10|0|0|0|0|出自倭岛海盗的刀法，讲究一气呵成。
275|刀|紫|超绝|石天一流·影击|1|33|2|6|0|4|5|10|0|0|0|0|出自倭岛海盗的刀法，讲究一气呵成。
276|刀|紫|独步|石天一流·影击|1|36|5|9|0|4|5|10|0|0|0|0|出自倭岛海盗的刀法，讲究一气呵成。
277|刀|金|凡品|屠龙刀法·扑象|1|35|2|4|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
278|刀|金|出类|屠龙刀法·扑象|1|36|3|5|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
279|刀|金|超绝|屠龙刀法·扑象|1|37|4|6|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
280|刀|金|独步|屠龙刀法·扑象|1|40|5|9|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
281|刀|金|凡品|屠龙刀法·伏虎|1|36|2|4|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
282|刀|金|出类|屠龙刀法·伏虎|1|37|3|5|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
283|刀|金|超绝|屠龙刀法·伏虎|1|38|4|6|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
284|刀|金|独步|屠龙刀法·伏虎|1|41|5|9|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
285|刀|金|凡品|屠龙刀法·搏狮|1|36|2|4|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
286|刀|金|出类|屠龙刀法·搏狮|1|37|3|5|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
287|刀|金|超绝|屠龙刀法·搏狮|1|38|4|6|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
288|刀|金|独步|屠龙刀法·搏狮|1|41|5|9|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
289|刀|金|凡品|屠龙刀法·斩狼|1|35|2|4|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
290|刀|金|出类|屠龙刀法·斩狼|1|36|3|5|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
291|刀|金|超绝|屠龙刀法·斩狼|1|37|4|6|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
292|刀|金|独步|屠龙刀法·斩狼|1|40|5|9|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
293|刀|金|凡品|屠龙刀法·却鹰|1|35|2|4|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
294|刀|金|出类|屠龙刀法·却鹰|1|36|3|5|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
295|刀|金|超绝|屠龙刀法·却鹰|1|37|4|6|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
296|刀|金|独步|屠龙刀法·却鹰|1|40|5|9|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
297|刀|金|凡品|屠龙刀法·驱蛇|1|35|2|4|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
298|刀|金|出类|屠龙刀法·驱蛇|1|36|3|5|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
299|刀|金|超绝|屠龙刀法·驱蛇|1|37|4|6|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
300|刀|金|独步|屠龙刀法·驱蛇|1|40|5|9|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
301|刀|金|凡品|屠龙刀法·擒凤|1|37|2|4|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
302|刀|金|出类|屠龙刀法·擒凤|1|38|3|5|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
303|刀|金|超绝|屠龙刀法·擒凤|1|39|4|6|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
304|刀|金|独步|屠龙刀法·擒凤|1|42|5|9|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
305|刀|金|凡品|屠龙刀法·屠龙|1|40|2|4|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
306|刀|金|出类|屠龙刀法·屠龙|1|41|3|5|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
307|刀|金|超绝|屠龙刀法·屠龙|1|42|4|6|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
308|刀|金|独步|屠龙刀法·屠龙|1|45|5|9|0|4|5|20|0|0|0|0|江湖绝技，据传有搏狮屠龙之力。
309|刀|金|凡品|霸王刀法·横扫|1|40|2|4|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
310|刀|金|出类|霸王刀法·横扫|1|41|3|5|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
311|刀|金|超绝|霸王刀法·横扫|1|42|4|6|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
312|刀|金|独步|霸王刀法·横扫|1|45|5|9|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
313|刀|金|凡品|霸王刀法·怒袭|1|40|2|4|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
314|刀|金|出类|霸王刀法·怒袭|1|41|3|5|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
315|刀|金|超绝|霸王刀法·怒袭|1|42|4|6|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
316|刀|金|独步|霸王刀法·怒袭|1|45|5|9|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
317|刀|金|凡品|霸王刀法·斩将|1|40|2|4|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
318|刀|金|出类|霸王刀法·斩将|1|41|3|5|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
319|刀|金|超绝|霸王刀法·斩将|1|42|4|6|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
320|刀|金|独步|霸王刀法·斩将|1|45|5|9|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
321|刀|金|凡品|霸王刀法·破军|1|40|2|4|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
322|刀|金|出类|霸王刀法·破军|1|41|3|5|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
323|刀|金|超绝|霸王刀法·破军|1|42|4|6|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
324|刀|金|独步|霸王刀法·破军|1|45|5|9|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
325|刀|金|凡品|霸王刀法·断离|1|40|2|4|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
326|刀|金|出类|霸王刀法·断离|1|41|3|5|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
327|刀|金|超绝|霸王刀法·断离|1|42|4|6|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
328|刀|金|独步|霸王刀法·断离|1|45|5|9|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
329|刀|金|凡品|霸王刀法·平敌|1|40|2|4|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
330|刀|金|出类|霸王刀法·平敌|1|41|3|5|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
331|刀|金|超绝|霸王刀法·平敌|1|42|4|6|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
332|刀|金|独步|霸王刀法·平敌|1|45|5|9|0|4|5|20|0|0|0|0|据传为西楚霸王项羽所用刀法，刚猛至烈。
333|枪|白|凡品|基础枪法|1|35|2|0|0|10|5|1|0|0|0|0|基础枪法
334|枪|白|出类|基础枪法|1|36|2|0|0|11|5|1|0|0|0|0|基础枪法
335|枪|白|超绝|基础枪法|1|37|2|0|0|12|5|1|0|0|0|0|基础枪法
336|枪|白|独步|基础枪法|1|40|5|2|0|15|5|1|0|0|0|0|基础枪法
337|枪|蓝|凡品|八荒枪法·点岳|1|37|2|0|0|12|5|5|0|0|0|0|上古时代传下的枪法，据说是从山河转移中悟出，但现存仅剩三式残招。
338|枪|蓝|出类|八荒枪法·点岳|1|38|2|0|0|13|5|5|0|0|0|0|上古时代传下的枪法，据说是从山河转移中悟出，但现存仅剩三式残招。
339|枪|蓝|超绝|八荒枪法·点岳|1|39|2|0|0|14|5|5|0|0|0|0|上古时代传下的枪法，据说是从山河转移中悟出，但现存仅剩三式残招。
340|枪|蓝|独步|八荒枪法·点岳|1|42|5|2|0|17|5|5|0|0|0|0|上古时代传下的枪法，据说是从山河转移中悟出，但现存仅剩三式残招。
341|枪|蓝|凡品|八荒枪法·镇山|1|38|2|0|0|12|5|5|0|0|0|0|上古时代传下的枪法，据说是从山河转移中悟出，但现存仅剩三式残招。
342|枪|蓝|出类|八荒枪法·镇山|1|39|2|0|0|13|5|5|0|0|0|0|上古时代传下的枪法，据说是从山河转移中悟出，但现存仅剩三式残招。
343|枪|蓝|超绝|八荒枪法·镇山|1|40|2|0|0|14|5|5|0|0|0|0|上古时代传下的枪法，据说是从山河转移中悟出，但现存仅剩三式残招。
344|枪|蓝|独步|八荒枪法·镇山|1|43|5|2|0|17|5|5|0|0|0|0|上古时代传下的枪法，据说是从山河转移中悟出，但现存仅剩三式残招。
345|枪|蓝|凡品|八荒枪法·锁岁|1|40|2|0|0|12|5|5|0|0|0|0|上古时代传下的枪法，据说是从山河转移中悟出，但现存仅剩三式残招。
346|枪|蓝|出类|八荒枪法·锁岁|1|41|2|0|0|13|5|5|0|0|0|0|上古时代传下的枪法，据说是从山河转移中悟出，但现存仅剩三式残招。
347|枪|蓝|超绝|八荒枪法·锁岁|1|42|2|0|0|14|5|5|0|0|0|0|上古时代传下的枪法，据说是从山河转移中悟出，但现存仅剩三式残招。
348|枪|蓝|独步|八荒枪法·锁岁|1|45|5|2|0|17|5|5|0|0|0|0|上古时代传下的枪法，据说是从山河转移中悟出，但现存仅剩三式残招。
349|枪|蓝|凡品|连营枪法·吹角|1|38|2|0|0|12|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
350|枪|蓝|出类|连营枪法·吹角|1|39|2|0|0|13|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
351|枪|蓝|超绝|连营枪法·吹角|1|40|2|0|0|14|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
352|枪|蓝|独步|连营枪法·吹角|1|43|5|2|0|17|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
353|枪|蓝|凡品|连营枪法·锁阵|1|39|2|0|0|12|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
354|枪|蓝|出类|连营枪法·锁阵|1|40|2|0|0|13|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
355|枪|蓝|超绝|连营枪法·锁阵|1|41|2|0|0|14|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
356|枪|蓝|独步|连营枪法·锁阵|1|44|5|2|0|17|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
357|枪|蓝|凡品|连营枪法·退敌|1|40|2|0|0|12|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
358|枪|蓝|出类|连营枪法·退敌|1|41|2|0|0|13|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
359|枪|蓝|超绝|连营枪法·退敌|1|42|2|0|0|14|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
360|枪|蓝|独步|连营枪法·退敌|1|45|5|2|0|17|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
361|枪|蓝|凡品|连营枪法·连营|1|41|2|0|0|12|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
362|枪|蓝|出类|连营枪法·连营|1|42|2|0|0|13|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
363|枪|蓝|超绝|连营枪法·连营|1|43|2|0|0|14|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
364|枪|蓝|独步|连营枪法·连营|1|46|5|2|0|17|5|5|0|0|0|0|传自唐朝步军枪阵战法，招式简单，威力强劲。
365|枪|蓝|凡品|破军枪法·横扫|1|38|2|0|0|12|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
366|枪|蓝|出类|破军枪法·横扫|1|39|2|0|0|13|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
367|枪|蓝|超绝|破军枪法·横扫|1|40|2|0|0|14|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
368|枪|蓝|独步|破军枪法·横扫|1|43|5|2|0|17|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
369|枪|蓝|凡品|破军枪法·出骑|1|39|2|0|0|12|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
370|枪|蓝|出类|破军枪法·出骑|1|40|2|0|0|13|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
371|枪|蓝|超绝|破军枪法·出骑|1|41|2|0|0|14|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
372|枪|蓝|独步|破军枪法·出骑|1|44|5|2|0|17|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
373|枪|蓝|凡品|破军枪法·索敌|1|40|2|0|0|12|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
374|枪|蓝|出类|破军枪法·索敌|1|41|2|0|0|13|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
375|枪|蓝|超绝|破军枪法·索敌|1|42|2|0|0|14|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
376|枪|蓝|独步|破军枪法·索敌|1|45|5|2|0|17|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
377|枪|蓝|凡品|破军枪法·平定|1|41|2|2|0|12|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
378|枪|蓝|出类|破军枪法·平定|1|42|2|2|0|13|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
379|枪|蓝|超绝|破军枪法·平定|1|43|2|2|0|14|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
380|枪|蓝|独步|破军枪法·平定|1|46|5|3|0|17|5|5|0|0|0|0|高阶步军枪阵战法，招式简单，威力强劲。
381|枪|紫|凡品|杨家枪法·追魂|1|40|5|2|0|10|5|10|0|0|0|0|相传为杨家祖传枪法，攻守均衡。
382|枪|紫|出类|杨家枪法·追魂|1|41|5|2|0|11|5|10|0|0|0|0|相传为杨家祖传枪法，攻守均衡。
383|枪|紫|超绝|杨家枪法·追魂|1|42|5|2|0|12|5|10|0|0|0|0|相传为杨家祖传枪法，攻守均衡。
384|枪|紫|独步|杨家枪法·追魂|1|45|7|3|0|15|5|10|0|0|0|0|相传为杨家祖传枪法，攻守均衡。
385|枪|紫|凡品|杨家枪法·拒马|1|42|5|2|0|13|5|10|0|0|0|0|相传为杨家祖传枪法，攻守均衡。
386|枪|紫|出类|杨家枪法·拒马|1|43|5|2|0|14|5|10|0|0|0|0|相传为杨家祖传枪法，攻守均衡。
387|枪|紫|超绝|杨家枪法·拒马|1|44|5|2|0|15|5|10|0|0|0|0|相传为杨家祖传枪法，攻守均衡。
388|枪|紫|独步|杨家枪法·拒马|1|47|7|3|0|18|5|10|0|0|0|0|相传为杨家祖传枪法，攻守均衡。
389|枪|紫|凡品|杨家枪法·折戟|1|44|4|2|0|18|5|10|0|0|0|0|相传为杨家祖传枪法，攻守均衡。
